id,name,city,country,continent,region,lon,lat,rank
RAE,Arar Domestic,Arar,Saudi Arabia,Asia,Western Asia,41.138333,30.906667,886
MHD,Mashhad International,Mashhad,Iran,Asia,Southern Asia,59.645,36.234167,890
SZF,Samsun-Çarşamba,Samsun,Turkey,Asia,Western Asia,36.567222,41.254444,891
GHV,Brașov-Ghimbav International Airport,Brasov,Romania,Europe,Eastern Europe,25.52,45.701667,895
NQY,Cornwall Airport Newquay,Newquay,United Kingdom,Europe,Northern Europe,-5.001667,50.443333,896
LCY,London City,London,United Kingdom,Europe,Northern Europe,0.054167,51.505,897
QRW,Warri,Warri,Nigeria,Africa,Western Africa,5.820278,5.598889,902
RMF,Marsa Alam International,Marsa Alam,Egypt,Africa,Northern Africa,34.583611,25.557222,903
YYG,Charlottetown,Charlottetown,Canada,North America,Northern America,-63.125556,46.289167,906
VGO,Vigo–Peinador,Vigo,Spain,Europe,Southern Europe,-8.626667,42.231667,907
BZO,Bolzano Airport,Bolzano,Italy,Europe,Southern Europe,11.3264,46.460201,908
VIL,Dakhla,Dakhla,Unknown Region,Africa,Northern Africa,-15.931944,23.718333,912
HGA,Hargeisa,Hargeisa,Somalia,Africa,Eastern Africa,44.083889,9.513889,913
CWL,Cardiff,Cardiff,United Kingdom,Europe,Northern Europe,-3.343333,51.396667,920
IXJ,Jammu,Jammu,Unknown Region,Asia,Southern Asia,74.8375,32.689167,922
GRO,Girona–Costa Brava,Girona,Spain,Europe,Southern Europe,2.760556,41.900833,923
EFL,Kephalonia International,Cephalonia,Greece,Europe,Southern Europe,20.500556,38.12,928
DNZ,Denizli Çardak,Denizli,Turkey,Asia,Western Asia,29.701389,37.785556,929
BHO,Raja Bhoj,Bhopal,India,Asia,Southern Asia,77.3375,23.2875,935
LFW,Lomé–Tokoin International,Lomé,Togo,Africa,Western Africa,1.254444,6.165556,937
TTU,Sania Ramel,Tétouan,Morocco,Africa,Northern Africa,-5.328056,35.59,939
SCO,Aktau,Aktau,Kazakhstan,Asia,Central Asia,51.091944,43.86,943
CZL,Mohamed Boudiaf International,Constantine,Algeria,Africa,Northern Africa,6.620278,36.276111,944
EXT,Exeter,Exeter,United Kingdom,Europe,Northern Europe,-3.413889,50.734444,945
LBV,Libreville International,Libreville,Gabon,Africa,Central Africa,9.412222,0.458611,949
SOU,Southampton,Southampton,United Kingdom,Europe,Northern Europe,-1.356667,50.950278,952
CRA,Craiova International,Craiova,Romania,Europe,Eastern Europe,23.888611,44.318056,954
BNX,Banja Luka International,Banja Luka,Bosnia & Herzegovina,Europe,Southern Europe,17.2975,44.941389,955
LLA,Luleå,Luleå,Sweden,Europe,Northern Europe,22.121944,65.543889,958
ULH,Prince Abdul Majeed bin Abdulaziz Domestic,Al-`Ula,Saudi Arabia,Asia,Western Asia,38.105278,26.489722,959
GNY,Sanliurfa,Şanlıurfa,Turkey,Asia,Western Asia,38.898752,37.447658,971
EUN,Hassan I,Laayoune,Unknown Region,Africa,Northern Africa,-13.219167,27.151667,980
DED,Dehradun,Dehradun,India,Asia,Southern Asia,78.180278,30.189722,982
RTM,Rotterdam The Hague,Rotterdam,Netherlands,Europe,Western Europe,4.430833,51.953056,985
LEI,Almería,Almería,Spain,Europe,Southern Europe,-2.37,36.843889,987
SID,Amílcar Cabral International,Sal,Cape Verde,Africa,Western Africa,-22.949444,16.741389,989
AKX,Aktobe,Aktobe,Kazakhstan,Asia,Central Asia,57.206667,50.245833,994
GOH,Nuuk,Nuuk,Greenland,North America,Northern America,-51.678056,64.190833,995
BZV,Maya-Maya,Brazzaville,Republic of the Congo,Africa,Central Africa,15.253056,-4.251667,1000
KIR,Kerry,County Kerry,Ireland,Europe,Northern Europe,-9.523889,52.180833,1003
SPC,La Palma,Santa Cruz de La Palma,Spain,Europe,Southern Europe,-17.755556,28.626389,1005
MZR,Mazar-i-Sharif International,Mazar-i-Sharif,Afghanistan,Asia,Southern Asia,67.209444,36.706944,1009
KRN,Kiruna,Kiruna,Sweden,Europe,Northern Europe,20.336667,67.821944,1011
BHD,George Best Belfast City,Belfast,United Kingdom,Europe,Northern Europe,-5.8725,54.618056,1012
PEG,San Francesco d Assisi,Perugia,Italy,Europe,Southern Europe,12.510278,43.097222,1013
SEU,Seronera Airstrip,Seronera,Tanzania,Africa,Eastern Africa,34.821944,-2.457222,1016
BIQ,Biarritz Pays Basque,Biarritz,France,Europe,Western Europe,-1.531111,43.468333,1018
GUW,Atyrau,Atyrau,Kazakhstan,Asia,Central Asia,51.821389,47.121944,1019
KYA,Konya,Konya,Turkey,Asia,Western Asia,32.561944,37.978889,1024
DRS,Dresden,Dresden,Germany,Europe,Central Europe,13.768056,51.134444,1026
OXB,Osvaldo Vieira International,Bissau,Guinea-Bissau,Africa,Western Africa,-15.653611,11.894722,1038
IXU,Aurangabad,Aurangabad,India,Asia,Southern Asia,75.398056,19.862778,1039
OSS,Osh,Osh,Kyrgyzstan,Asia,Central Asia,72.793333,40.608889,1043
EAS,San Sebastián,Donostia / San Sebastián,Spain,Europe,Southern Europe,-1.790556,43.356389,1044
ZAZ,Zaragoza,Zaragoza,Spain,Europe,Southern Europe,-1.041667,41.666111,1046
RJK,Rijeka,Rijeka,Croatia,Europe,Southern Europe,14.570278,45.216944,1047
JSI,Skiathos Island National,Skiathos,Greece,Europe,Southern Europe,23.503611,39.177222,1049
SEN,London Southend,London,United Kingdom,Europe,Northern Europe,0.695556,51.571389,1050
TKU,Turku,Turku,Finland,Europe,Northern Europe,22.262778,60.514167,1053
TER,Lajes Field,Terceira Island,Portugal,Europe,Southern Europe,-27.090833,38.761944,1054
RMI,Federico Fellini International,Rimini,Italy,Europe,Southern Europe,12.609444,44.019444,1057
RSI,Red Sea International Airport,Red Sea Project,Saudi Arabia,Asia,Western Asia,37.078333,25.630278,1062
UME,Umeå,Umeå,Sweden,Europe,Northern Europe,20.282778,63.791944,1065
RMU,Región de Murcia,Murcia,Spain,Europe,Southern Europe,-1.1279,37.8062,1066
MQM,Mardin,Mardin,Turkey,Asia,Western Asia,40.631667,37.223333,1068
MYD,Malindi,Malindi,Kenya,Africa,Eastern Africa,40.101667,-3.229167,1075
UGC,Urgench International,Urgench,Uzbekistan,Asia,Central Asia,60.641667,41.584167,1080
FAE,Vágar,Sørvágur,Faroe Islands,Europe,Northern Europe,-7.293056,62.066389,1084
BJA,Abane Ramdane,Béjaïa,Algeria,Africa,Northern Africa,5.07,36.711944,1089
TPS,Vincenzo Florio Airport Trapani–Birgi,Trapani,Italy,Europe,Southern Europe,12.494167,37.9075,1091
ALF,Alta,Alta,Norway,Europe,Northern Europe,23.371667,69.976111,1093
YKO,Hakkari–Yüksekova,Hakkâri,Turkey,Asia,Western Asia,44.238333,37.549444,1097
KIS,Kisumu International,Kisumu,Kenya,Africa,Eastern Africa,34.729722,-0.085556,1098
HAU,"Haugesund Airport, Karmøy",Haugesund,Norway,Europe,Northern Europe,5.208333,59.345278,1102
IXD,Allahabad,Allahabad,India,Asia,Southern Asia,81.733889,25.44,1103
AES,"Ålesund Airport, Vigra",Ålesund,Norway,Europe,Northern Europe,6.110278,62.560278,1106
EVE,"Harstad/Narvik Airport, Evenes",Narvik,Norway,Europe,Northern Europe,16.678056,68.491389,1113
LCJ,Łódź Władysław Reymont,Łódź,Poland,Europe,Central Europe,19.398056,51.721944,1117
PUY,Pula,Pula,Croatia,Europe,Southern Europe,13.922222,44.893611,1119
VXE,Cesária Évora,São Vicente,Cape Verde,Africa,Western Africa,-25.054722,16.833611,1125
BCM,George Enescu International,Bacău,Romania,Europe,Eastern Europe,26.910278,46.521944,1126
PVK,Aktion National,Preveza,Greece,Europe,Southern Europe,20.765278,38.925556,1130
IVL,Ivalo,Ivalo,Finland,Europe,Northern Europe,27.405278,68.607222,1132
AQJ,King Hussein International,Aqaba,Jordan,Asia,Western Asia,35.018056,29.611667,1138
NKT,Şırnak,Şırnak,Turkey,Asia,Western Asia,42.061944,37.363611,1141
BOO,Bodø,Bodø,Norway,Europe,Northern Europe,14.365278,67.269167,1143
CIT,Shymkent International,Shymkent,Kazakhstan,Asia,Central Asia,69.478889,42.364167,1147
VAA,Vaasa,Vaasa,Finland,Europe,Northern Europe,21.762222,63.050556,1151
JER,Jersey,Saint Helier,Jersey,Europe,Northern Europe,-2.195278,49.207778,1153
INN,Innsbruck,Innsbruck,Austria,Europe,Central Europe,11.343889,47.260278,1160
AAE,Rabah Bitat,Annaba,Algeria,Africa,Northern Africa,7.809167,36.822222,1162
CFE,Clermont-Ferrand Auvergne,Clermont-Ferrand,France,Europe,Western Europe,3.1625,45.785833,1167
BEN,Benina International,Benghazi,Libya,Africa,Northern Africa,20.269444,32.096667,1172
REG,Reggio Calabria,Reggio Calabria,Italy,Europe,Southern Europe,15.653611,38.071944,1175
LYR,"Svalbard Airport, Longyear",Longyearbyen,Svalbard & Jan Mayen,Europe,Northern Europe,15.465556,78.246111,1177
LUZ,Lublin,Lublin,Poland,Europe,Central Europe,22.690556,51.231389,1178
ANR,Antwerp International,Brussels,Belgium,Europe,Western Europe,4.460278,51.189444,1181
OMO,Mostar,Mostar,Bosnia & Herzegovina,Europe,Southern Europe,17.845833,43.282778,1183
JSY,Syros Island National,Syros,Greece,Europe,Southern Europe,24.95,37.422778,1186
KNU,Kanpur,Kanpur,India,Asia,Southern Asia,80.409174,26.409102,1187
KDU,Skardu,Skardu,Unknown Region,Asia,Southern Asia,75.546389,35.333056,1190
SYZ,Shiraz International,Shiraz,Iran,Asia,Southern Asia,52.588611,29.540278,1193
ESU,Essaouira-Mogador,Essaouira,Morocco,Africa,Northern Africa,-9.681667,31.3975,1198
KMS,Kumasi,Kumasi,Ghana,Africa,Western Africa,-1.590833,6.714444,1206
RZV,Rize–Artvin Airport,Rize,Turkey,Asia,Western Asia,40.828889,41.169167,1207
INV,Inverness,Inverness,United Kingdom,Europe,Northern Europe,-4.05,57.54,1209
SKO,Sadiq Abubakar III International,Sokoto,Nigeria,Africa,Western Africa,5.207222,12.916389,1212
ISU,Sulaimaniyah International,Sulaymaniyah,Iraq,Asia,Western Asia,45.315833,35.5625,1213
TZL,Tuzla International,Tuzla,Bosnia & Herzegovina,Europe,Southern Europe,18.725556,44.458611,1217
CLY,Calvi – Sainte-Catherine,"Calvi, Haute-Corse",France,Europe,Western Europe,8.793056,42.520278,1221
DEB,Debrecen International,Debrecen,Hungary,Europe,Central Europe,21.615278,47.488889,1222
SHW,Sharurah Domestic,Sharurah,Saudi Arabia,Asia,Western Asia,47.121389,17.466944,1223
FEG,Fergana International,Fergana,Uzbekistan,Asia,Central Asia,71.744722,40.361389,1226
PDV,Plovdiv,Plovdiv,Bulgaria,Europe,Eastern Europe,24.850833,42.067778,1227
IXL,Kushok Bakula Rimpochee,Leh,Unknown Region,Asia,Southern Asia,77.546389,34.135833,1230
BOH,Bournemouth,Bournemouth,United Kingdom,Europe,Northern Europe,-1.8425,50.78,1231
URC,Ürümqi Diwopu International,Ürümqi,China,Asia,Eastern Asia,87.474167,43.907222,1233
PXO,Porto Santo,Vila Baleira,Portugal,Europe,Southern Europe,-16.349722,33.070833,1234
BHR,Bharatpur,Bharatpur,Nepal,Asia,Southern Asia,84.428056,27.678056,1235
ADF,Adıyaman,Adıyaman,Turkey,Asia,Western Asia,38.468889,37.731389,1237
SXZ,Siirt,Siirt,Turkey,Asia,Western Asia,41.839444,37.978611,1246
TBZ,Tabriz International,Tabriz,Iran,Asia,Southern Asia,46.235,38.133889,1247
PNA,Pamplona,Pamplona,Spain,Europe,Southern Europe,-1.646389,42.77,1251
VST,Stockholm Västerås,Stockholm,Sweden,Europe,Northern Europe,16.633611,59.589444,1252
GGR,Garowe,Garoe,Somalia,Africa,Eastern Africa,48.5675,8.458056,1255
MJT,Mytilene International,Mytilene,Greece,Europe,Southern Europe,26.602222,39.053333,1261
LDY,City of Derry,Derry,United Kingdom,Europe,Northern Europe,-7.161111,55.042778,1264
NUM,Neom Bay Airport,Neom,Saudi Arabia,Asia,Western Asia,35.29,27.925,1265
MST,Maastricht Aachen,Maastricht,Netherlands,Europe,Western Europe,5.776944,50.915833,1266
AAN,Al Ain International,Al Ain,United Arab Emirates,Asia,Western Asia,55.609167,24.261667,1267
KEP,Nepalgunj,Nepalgunj,Nepal,Asia,Southern Asia,81.666944,28.103611,1268
BRQ,Brno–Tuřany,Brno,Czechia,Europe,Central Europe,16.694444,49.151389,1269
GCI,Guernsey,Saint Peter Port,Guernsey,Europe,Northern Europe,-2.601944,49.434722,1275
DBB,El Alamein International,El Dabaa,Egypt,Africa,Northern Africa,28.461389,30.924444,1277
FMO,Münster Osnabrück International,Münster,Germany,Europe,Central Europe,7.684722,52.134722,1280
JDH,Jodhpur,Jodhpur,India,Asia,Southern Asia,73.048889,26.251111,1281
BWA,Gautam Buddha,Siddharthanagar,Nepal,Asia,Southern Asia,83.416389,27.505833,1282
REU,Reus,Reus,Spain,Europe,Southern Europe,1.167222,41.1475,1283
MWZ,Mwanza,Mwanza,Tanzania,Africa,Eastern Africa,32.932778,-2.444444,1291
OUL,Oulu,Oulu,Finland,Europe,Northern Europe,25.354444,64.93,1299
LIG,Limoges – Bellegarde,Limoges,France,Europe,Western Europe,1.180278,45.860833,1305
NBE,Enfidha–Hammamet International,Enfidha,Tunisia,Africa,Northern Africa,10.438333,36.075556,1306
MRA,Misrata,Misurata,Libya,Africa,Northern Africa,15.061389,32.321944,1311
SZZ,Solidarity Szczecin–Goleniów,Szczecin,Poland,Europe,Central Europe,14.902222,53.584722,1315
TUF,Tours Val de Loire,Tours,France,Europe,Western Europe,0.723056,47.431944,1317
RKT,Ras Al Khaimah International,Ras al-Khaimah,United Arab Emirates,Asia,Western Asia,55.938889,25.613611,1318
AJA,Ajaccio Napoleon Bonaparte,Ajaccio,France,Europe,Western Europe,8.8025,41.923889,1320
BIA,Bastia – Poretta,Bastia,France,Europe,Western Europe,9.484722,42.55,1321
VIT,Vitoria,Vitoria-Gasteiz,Spain,Europe,Southern Europe,-2.724444,42.882778,1327
EZS,Elazığ,Elazığ,Turkey,Asia,Western Asia,39.291389,38.606944,1328
KLU,Klagenfurt,Klagenfurt,Austria,Europe,Central Europe,14.337778,46.642778,1332
LIL,Lille,Lille,France,Europe,Western Europe,3.086944,50.563333,1333
EDL,Eldoret International,Eldoret,Kenya,Africa,Eastern Africa,35.238889,0.404722,1335
CRV,Crotone Airport,Crotone,Italy,Europe,Southern Europe,17.0802,38.9972,1336
GNB,Alpes–Isère,Grenoble,France,Europe,Western Europe,5.332778,45.363056,1338
OMR,Oradea International,Oradea,Romania,Europe,Eastern Europe,21.9025,47.025278,1339
GIL,Gilgit,Gilgit,Unknown Region,Asia,Southern Asia,74.333611,35.918889,1347
HDO,Hindon Airport,Ghaziabad,India,Asia,Southern Asia,77.342137,28.70579,1348
MLX,Malatya Erhaç,Malatya,Turkey,Asia,Western Asia,38.091111,38.435278,1349
ERH,Moulay Ali Cherif,Errachidia,Morocco,Africa,Northern Africa,-4.398889,31.946944,1356
EGS,Egilsstaðir,Egilsstaðir,Iceland,Europe,Northern Europe,-14.401389,65.283333,1359
AJF,Al-Jawf Domestic,Al Jawf Region,Saudi Arabia,Asia,Western Asia,40.1,29.785,1360
OHD,Ohrid St. Paul the Apostle,Ohrid,Republic of North Macedonia,Europe,Southern Europe,20.742222,41.18,1367
AZR,Touat-Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,Africa,Northern Africa,-0.186389,27.8375,1370
URA,Oral Ak Zhol,Oral,Kazakhstan,Asia,Central Asia,51.541667,51.151111,1371
NWI,Norwich,Norwich,United Kingdom,Europe,Northern Europe,1.282778,52.675833,1372
VBY,Visby,Visby,Sweden,Europe,Northern Europe,18.346111,57.662778,1373
BSK,Biskra,Biskra,Algeria,Africa,Northern Africa,5.738333,34.793333,1385
DPS,Ngurah Rai International,Denpasar,Indonesia,Asia,South-Eastern Asia,115.167222,-8.748056,78
LOP,Lombok International,"Praya, Lombok",Indonesia,Asia,South-Eastern Asia,116.276667,-8.757222,440
LBJ,Komodo,Labuan Bajo,Indonesia,Asia,South-Eastern Asia,119.889167,-8.486667,526
SUB,Juanda International,Surabaya,Indonesia,Asia,South-Eastern Asia,112.786944,-7.379722,569
YIA,Yogyakarta International Airport,Yogyakarta,Indonesia,Asia,South-Eastern Asia,110.05448,-7.907459,704
UPG,Sultan Hasanuddin International,Makassar,Indonesia,Asia,South-Eastern Asia,119.554167,-5.061667,867
SRG,Ahmad Yani International,Semarang,Indonesia,Asia,South-Eastern Asia,110.374167,-6.971389,1189
TMC,Tambolaka,Tambolaka,Indonesia,Asia,South-Eastern Asia,119.244444,-9.409722,1233
SWQ,Sultan Muhammad Kaharuddin III,Sumbawa Besar,Indonesia,Asia,South-Eastern Asia,117.411389,-8.488056,1365
SOC,Adisumarmo International,Surakarta,Indonesia,Asia,South-Eastern Asia,110.756944,-7.516111,1375
MOF,Frans Xavier Seda,Maumere,Indonesia,Asia,South-Eastern Asia,122.236944,-8.640556,1635
PKN,Iskandar,Pangkalan Bun,Indonesia,Asia,South-Eastern Asia,111.673333,-2.705278,1755
PKY,Tjilik Riwut,Palangka Raya,Indonesia,Asia,South-Eastern Asia,113.942778,-2.225,1759
MLG,Abdul Rachman Saleh,Malang,Indonesia,Asia,South-Eastern Asia,112.714444,-7.926667,1790
MJU,Tampa Padang,Mamuju Regency,Indonesia,Asia,South-Eastern Asia,119.027778,-2.588333,1791
BWX,Blimbingsari,Banyuwangi,Indonesia,Asia,South-Eastern Asia,114.34,-8.310278,1793
BJW,Turelelo Soa,Bajawa,Indonesia,Asia,South-Eastern Asia,121.057778,-8.707778,1885
BMU,Sultan Muhammad Salahudin,Bima,Indonesia,Asia,South-Eastern Asia,118.687222,-8.539722,2048
JOG,Adisutjipto International,Yogyakarta,Indonesia,Asia,South-Eastern Asia,110.431667,-7.788056,2048
BDJ,Syamsudin Noor International,Banjarmasin,Indonesia,Asia,South-Eastern Asia,114.7625,-3.442222,2048
BTW,Batu Licin,Batulicin,Indonesia,Asia,South-Eastern Asia,116.0,-3.45,2048
KBU,Gusti Syamsir Alam,Kotabaru Regency,Indonesia,Asia,South-Eastern Asia,116.164722,-3.296111,2048
WGP,Umbu Mehang Kunda,Waingapu,Indonesia,Asia,South-Eastern Asia,120.301944,-9.669167,2048
RTG,Frans Sales Lega,Ruteng,Indonesia,Asia,South-Eastern Asia,120.478056,-8.596111,2048
SMQ,H. Asan,Sampit,Indonesia,Asia,South-Eastern Asia,112.975,-2.499167,2048
ENE,H. Hasan Aroeboesman,Ende,Indonesia,Asia,South-Eastern Asia,121.660556,-8.849167,2048
KJT,Kertajati International,Kertajati,Indonesia,Asia,South-Eastern Asia,108.191111,-6.669167,2048
